,temp,dewp,stp,visib,wdsp,mxpsd,max,min,prcp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud,prim_key,date
30047,79.8,66.7,1020.1,9.8,17.6,21.0,84.0,77.0,0.0,0,1,0,0,0,0,747870_12834,2017-10-04
30048,77.6,63.7,1019.6,10.0,8.2,13.0,86.5,70.9,0.0,0,0,0,0,0,0,722210_13858,2017-10-03
30049,66.2,40.7,1018.1,10.0,7.2,12.0,73.0,60.1,0.0,0,0,0,0,0,0,722104_92806,2017-04-08
30050,53.8,38.3,1023.9,10.0,4.0,8.0,73.0,37.0,0.0,0,0,0,0,0,0,722034_12812,2017-01-31
30051,74.5,61.6,1016.3,10.0,3.4,12.0,89.1,62.1,0.0,0,0,0,0,0,0,747760_3818,2017-04-20
30052,83.9,74.8,1016.0,9.6,6.3,11.1,93.9,73.9,0.0,0,0,0,0,1,0,747870_12834,2017-06-24
30053,83.9,75.6,1014.0,10.0,5.0,11.1,91.0,80.1,0.0,0,1,0,0,0,0,722110_12842,2017-10-09
30054,75.3,63.3,1010.9,10.0,6.7,13.0,90.0,57.9,0.0,1,0,0,0,0,0,722050_12815,2017-04-22
30055,81.8,77.1,1008.2,9.9,16.3,25.1,84.7,78.8,0.09,0,1,0,0,0,0,747750_13846,2017-10-08
30056,78.8,62.6,1014.2,10.0,4.0,8.0,91.0,64.0,0.0,0,0,0,0,0,0,722140_93805,2017-08-01
30057,66.2,58.6,1022.2,10.0,6.4,13.0,75.0,59.0,0.0,0,0,0,0,0,0,722104_92806,2017-02-04
30058,77.2,56.6,1010.0,10.0,6.3,11.1,90.0,68.0,0.0,0,0,0,0,0,0,747560_12816,2017-05-02
30059,67.7,54.4,1020.9,10.0,6.8,14.0,84.9,52.0,0.0,0,0,0,0,0,0,722213_12819,2017-02-27
30060,71.6,56.1,1015.2,10.0,5.4,11.1,81.1,62.4,0.0,0,0,0,0,0,0,747880_12810,2017-05-07
30061,86.5,77.6,1016.2,10.0,9.0,12.0,91.0,81.0,0.0,0,0,0,0,0,0,747830_12849,2017-08-31
30062,55.9,45.4,1018.6,10.0,4.6,11.1,73.9,39.9,0.0,0,0,0,0,0,0,999999_63871,2017-01-31
30063,58.0,48.6,1023.0,10.0,5.1,15.0,75.9,44.1,0.0,0,0,0,0,0,0,720735_73805,2017-03-18
30064,66.0,53.6,1021.0,10.0,6.2,9.9,73.0,57.9,0.0,0,0,0,0,0,0,722069_53853,2017-01-31
30065,74.7,60.7,1019.6,10.0,6.3,9.9,86.0,64.0,0.0,0,0,0,0,0,0,722116_12873,2017-04-17
30066,77.4,64.9,1020.3,10.0,10.3,14.0,84.0,70.0,0.01,0,0,0,0,0,0,722016_12896,2017-03-25
30067,74.3,61.4,1015.6,10.0,7.6,15.0,84.0,64.0,0.0,0,0,0,0,0,0,722030_12844,2017-03-30
30068,57.8,45.9,1007.6,10.0,6.5,15.0,70.0,44.1,0.0,0,0,0,0,0,0,722140_93805,2017-01-24
30069,78.7,67.9,1010.3,10.0,9.7,25.1,88.7,71.4,0.0,0,1,0,0,0,0,747950_12867,2017-05-13
30070,75.0,60.2,1015.7,10.0,6.3,13.0,84.0,60.1,0.0,0,0,0,0,0,0,722038_12897,2017-05-08
30071,72.0,61.2,1024.4,9.9,11.8,15.9,77.4,68.0,0.0,0,1,0,0,0,0,722026_12826,2017-03-07
30072,62.6,45.9,1021.3,9.6,6.4,12.0,82.0,45.0,0.0,0,0,0,0,0,0,722034_12812,2017-03-20
30073,74.3,57.9,1017.8,10.0,8.6,11.1,80.1,71.1,0.0,0,0,0,0,0,0,722030_12844,2017-03-27
30074,83.7,76.4,1017.0,10.0,5.4,11.1,91.0,75.0,0.37,0,0,0,0,0,0,722110_12842,2017-07-24
30075,83.6,73.1,1016.4,10.0,4.4,11.1,93.9,73.9,0.0,0,0,0,0,0,0,722057_12854,2017-07-15
30076,67.9,48.5,1015.1,10.0,6.1,11.1,78.1,57.0,0.05,0,0,0,0,0,0,722069_53853,2017-10-24
30077,73.9,54.7,1011.5,10.0,7.1,13.0,87.1,66.9,0.47,0,0,0,0,0,0,722020_12839,2017-05-06
30078,82.7,75.4,1012.3,9.8,4.7,11.1,91.0,75.9,0.0,0,1,0,0,0,0,720383_53847,2017-06-25
30079,75.6,60.2,1017.1,10.0,3.8,11.1,88.0,63.0,0.0,0,0,0,0,0,0,747760_3818,2017-04-19
30080,85.4,73.5,1013.2,10.0,3.9,12.0,93.9,75.9,0.01,0,1,0,0,1,0,722020_12839,2017-08-29
30081,70.4,55.4,1018.5,10.0,5.5,9.9,82.8,59.5,0.0,0,0,0,0,0,0,722210_13858,2017-10-19
30082,65.9,50.1,1018.5,10.0,6.7,14.0,79.0,46.9,0.0,0,0,0,0,0,0,747930_12843,2017-04-09
30083,74.4,64.1,1018.0,9.6,8.2,15.0,82.0,69.1,0.25,0,1,0,0,0,0,722020_12839,2017-03-26
30084,65.7,51.4,1020.0,10.0,3.9,13.0,82.0,52.0,0.0,0,0,0,0,0,0,722108_12894,2017-03-21
30085,80.2,72.3,1014.0,10.0,5.7,11.1,87.1,75.0,0.05,0,1,0,0,1,0,747750_13846,2017-06-04
30086,71.5,55.9,1025.3,10.0,13.0,20.0,78.1,64.0,0.0,0,1,0,0,0,0,722103_12895,2017-03-07
30087,78.9,66.2,1006.4,10.0,4.0,8.9,90.0,71.1,0.0,0,0,0,0,0,0,722215_13884,2017-08-28
30088,84.6,73.2,1017.2,10.0,5.3,13.0,91.9,75.9,0.0,0,0,0,0,0,0,722030_12844,2017-07-24
30089,82.1,78.0,1012.3,10.0,8.8,12.0,86.2,79.3,0.03,0,0,0,0,0,0,747750_13846,2017-10-09
30090,72.6,67.5,1020.4,10.0,6.2,11.1,81.0,66.9,0.0,0,0,0,0,0,0,722010_12836,2017-02-03
30091,84.8,73.2,1015.4,10.0,3.3,8.9,96.1,75.0,0.0,0,0,0,0,0,0,747760_3818,2017-07-05
30092,67.3,53.3,1020.4,10.0,7.5,18.1,88.0,48.9,0.0,0,0,0,0,0,0,722014_12818,2017-02-27
30093,85.8,76.4,1017.4,10.0,3.9,7.0,91.9,81.0,0.0,0,0,0,0,0,0,722016_12896,2017-06-29
30094,85.5,74.0,1017.8,10.0,6.8,13.0,91.0,78.1,1.63,0,1,0,0,0,0,722020_12839,2017-06-30
30095,86.0,74.5,1016.3,9.6,5.8,11.1,91.9,77.0,0.0,0,0,0,0,1,0,722020_12839,2017-07-23
30096,84.7,77.5,1014.6,10.0,5.6,13.0,91.4,77.4,0.0,0,1,0,0,0,0,722026_12826,2017-08-19
30097,62.0,41.6,1011.5,10.0,4.7,8.9,73.9,51.1,0.0,0,0,0,0,0,0,999999_53848,2017-02-14
30098,81.5,73.8,1018.0,10.0,3.5,8.9,93.0,77.0,0.0,0,1,0,0,0,0,722029_12888,2017-08-10
30099,80.0,68.5,1012.3,9.7,6.2,12.0,91.0,70.0,0.0,0,0,0,0,0,0,722049_92805,2017-05-15
30100,72.9,66.2,1020.5,10.0,6.1,9.9,80.1,64.0,0.0,0,0,0,0,0,0,722010_12836,2017-02-02
30101,71.9,60.1,1014.5,10.0,4.1,8.9,87.1,57.0,0.0,0,0,0,0,0,0,747820_53860,2017-03-29
30102,69.3,60.9,1022.2,9.9,6.3,8.9,79.2,59.5,0.0,0,0,0,0,0,0,747950_12867,2017-02-12
30103,68.1,52.8,1013.9,10.0,1.6,6.0,86.0,51.1,0.14,0,0,0,0,0,0,999999_63871,2017-05-02
30104,73.9,55.4,1013.0,10.0,12.9,22.0,79.9,67.3,0.0,0,1,0,0,0,0,747770_3852,2017-09-10
30105,72.6,65.0,1022.5,9.8,6.4,9.9,80.1,62.1,0.04,0,1,0,0,0,0,722066_3853,2017-04-19
30106,75.2,58.1,1013.8,9.9,4.0,8.0,89.1,52.0,0.0,0,0,0,0,0,0,722213_12819,2017-05-08
30107,77.9,75.8,1016.4,9.2,6.0,21.0,94.1,71.4,0.05,1,1,0,0,1,0,747880_12810,2017-06-15
30108,81.4,67.7,1013.0,10.0,2.9,7.0,89.1,73.0,0.0,0,0,0,0,0,0,722069_53853,2017-09-14
30109,64.7,52.6,1014.7,10.0,5.5,13.0,80.1,43.0,0.0,0,0,0,0,0,0,722057_12854,2017-02-18
30110,79.5,74.9,1014.6,9.9,6.7,15.9,88.5,70.7,0.0,0,1,0,0,0,0,722026_12826,2017-05-16
30111,68.9,48.7,1008.5,10.0,7.4,12.0,88.0,48.9,0.0,0,0,0,0,0,0,747560_12816,2017-05-07
30112,76.4,55.4,1015.8,8.8,3.4,9.9,93.9,51.1,0.0,0,0,0,0,0,0,722060_13889,2017-05-10
30113,61.6,47.1,1019.9,10.0,4.7,13.0,74.5,48.2,0.0,0,0,0,0,0,0,747750_13846,2017-04-09
30114,78.0,67.2,1018.5,10.0,7.3,12.0,89.1,69.1,0.0,0,0,0,0,0,0,722110_12842,2017-10-19
30115,86.9,77.9,1009.8,9.5,3.9,9.9,97.0,79.0,0.0,0,0,0,0,0,0,720383_53847,2017-08-18
30116,71.4,57.6,1020.8,9.9,8.1,14.0,84.0,62.1,0.0,0,0,0,0,0,0,722108_12894,2017-03-25
30117,70.9,59.6,1021.9,10.0,10.7,15.0,87.1,55.8,0.0,0,0,0,0,0,0,747880_12810,2017-02-27
30118,84.7,74.4,1014.8,10.0,7.8,13.0,91.9,78.1,0.0,0,1,0,0,0,0,722037_92809,2017-09-16
30119,81.1,76.3,1017.5,9.5,5.0,15.0,90.3,72.5,0.7,0,1,0,0,1,0,722026_12826,2017-07-11
30120,78.1,67.9,1010.2,10.0,2.4,8.9,89.1,70.0,0.0,0,0,0,0,0,0,722215_13884,2017-06-27
30121,68.1,60.6,1020.1,10.0,5.3,12.0,78.1,58.6,0.0,0,0,0,0,0,0,722210_13858,2017-04-11
30122,68.0,59.8,1016.4,10.0,5.9,17.1,84.0,54.0,0.0,0,0,0,0,0,0,722213_12819,2017-03-12
30123,59.1,53.2,1022.0,8.6,4.7,8.0,66.9,52.0,0.0,0,0,0,0,0,0,722066_3853,2017-02-06
30124,62.4,44.5,1013.7,10.0,4.2,13.0,80.1,45.0,0.0,0,0,0,0,0,0,720383_53847,2017-04-09
30125,50.7,33.0,1018.5,10.0,5.5,11.1,61.0,37.0,0.0,0,0,0,0,0,0,722225_3855,2017-01-29
30126,82.0,80.6,1012.3,9.9,7.0,14.0,87.8,78.8,0.34,0,1,0,0,0,0,722026_12826,2017-10-06
30127,83.9,77.7,1018.8,10.0,5.0,8.9,93.0,75.9,0.0,0,0,0,0,0,0,722106_12835,2017-08-03
30128,63.8,36.1,1016.4,10.0,8.3,13.0,71.1,55.0,0.0,0,0,0,0,0,0,722069_53853,2017-10-25
30129,80.5,75.7,1017.8,9.7,9.8,15.0,87.4,76.1,0.22,0,1,0,0,0,0,747946_12886,2017-10-14
30130,70.5,61.4,1021.1,9.9,2.2,7.0,84.0,59.0,0.0,0,0,0,0,0,0,722106_12835,2017-01-18
30131,54.6,40.7,1021.8,10.0,2.9,9.9,73.9,39.0,0.0,0,0,0,0,0,0,722060_13889,2017-03-20
30132,59.6,47.8,1020.7,9.6,3.8,13.0,71.1,48.0,0.04,0,0,0,0,0,0,722106_12835,2017-01-30
30133,68.8,59.6,1014.4,10.0,6.2,14.0,82.0,50.0,0.0,0,0,0,0,0,0,722053_12841,2017-02-07
30134,70.7,57.3,1010.8,9.9,5.6,13.0,84.9,53.8,0.0,0,1,0,0,0,0,747946_12886,2017-04-26
30135,81.5,69.1,1016.1,10.0,4.2,9.9,93.9,66.0,0.0,0,0,0,0,0,0,722014_12818,2017-05-31
30136,70.4,60.1,1024.2,10.0,3.8,12.0,79.0,60.1,0.01,0,1,0,0,0,0,722103_12895,2017-01-15
30137,84.1,74.6,1014.3,10.0,3.3,13.0,93.0,77.0,0.05,0,0,0,0,0,0,722110_12842,2017-09-07
30138,70.1,49.6,1021.3,10.0,7.6,9.9,81.0,60.1,0.0,0,0,0,0,0,0,722069_53853,2017-10-18
30139,85.8,75.7,1011.7,10.0,4.4,8.9,96.1,77.0,0.0,0,0,0,0,0,0,747760_3818,2017-08-18
30140,79.5,72.8,1014.9,10.0,7.9,15.0,84.4,76.1,0.0,0,0,0,0,0,0,747770_3852,2017-05-18
30141,45.2,27.7,1019.8,10.0,9.5,14.0,57.9,36.0,0.0,0,0,0,0,0,0,722060_13889,2017-03-15
30142,68.7,61.9,1012.1,10.0,7.2,15.0,82.9,53.1,0.0,0,0,0,0,0,0,722060_13889,2017-01-20
30143,70.8,57.9,1016.6,10.0,7.4,14.0,81.0,51.1,0.0,0,0,0,0,0,0,722030_12844,2017-02-18
30144,66.8,57.1,1011.6,10.0,15.2,27.0,71.6,59.0,0.08,0,1,0,0,0,0,747950_12867,2017-03-14
30145,61.3,47.2,1018.1,10.0,4.3,8.9,71.1,55.0,0.0,0,0,0,0,0,0,722104_92806,2017-02-17
30146,71.1,60.2,1018.3,10.0,5.7,11.1,88.0,60.1,0.0,0,0,0,0,0,0,722030_12844,2017-02-20
30147,57.7,48.6,1019.0,10.0,8.0,15.0,65.7,49.5,0.06,0,1,0,0,0,0,747770_3852,2017-03-12
30148,78.8,73.4,1015.6,10.0,4.8,9.9,87.8,71.2,0.13,0,1,0,0,0,0,747770_3852,2017-10-13
30149,80.1,76.0,1012.9,10.0,4.7,13.0,87.6,74.1,0.01,0,1,0,0,0,0,747946_12886,2017-09-29
30150,80.0,70.2,1018.5,10.0,13.4,18.1,84.7,77.9,0.0,0,1,0,0,0,0,747950_12867,2017-10-20
30151,57.9,47.0,1028.8,10.0,6.9,11.1,72.0,39.9,0.0,0,0,0,0,0,0,722115_12871,2017-01-10
30152,83.8,76.5,1014.6,10.0,7.2,12.0,88.7,80.4,0.0,0,1,0,0,1,0,747770_3852,2017-08-07
30153,83.3,74.5,1014.9,10.0,11.0,19.0,90.0,78.1,0.09,0,0,0,0,0,0,722024_12882,2017-10-10
30154,65.5,43.0,1019.5,10.0,9.0,14.0,79.0,37.9,0.0,1,0,0,0,0,0,722140_93805,2017-03-19
30155,82.3,74.0,1013.7,10.0,4.8,14.0,89.1,75.0,0.79,0,0,0,0,0,0,722020_12839,2017-10-17
30156,74.4,67.3,1020.6,10.0,5.4,8.9,81.0,69.1,0.0,0,0,0,0,0,0,722016_12896,2017-02-03
30157,84.6,74.0,1014.1,10.0,3.3,8.0,90.0,78.1,0.0,0,0,0,0,0,0,722069_53853,2017-09-19
30158,75.4,61.4,1024.6,10.0,18.0,21.0,84.0,72.0,0.04,0,0,0,0,0,0,722016_12896,2017-03-04
30159,85.6,76.9,1016.1,10.0,7.6,9.9,90.0,82.0,0.02,0,0,0,0,0,0,722015_12850,2017-07-23
30160,86.2,76.2,1019.6,10.0,8.7,13.0,91.9,80.1,0.0,0,1,0,0,0,0,722024_12882,2017-07-06
30161,72.8,65.0,1017.7,10.0,4.3,8.9,80.1,66.0,0.0,0,0,0,0,0,0,722010_12836,2017-01-19
30162,72.2,56.0,1013.8,10.0,5.0,9.9,86.0,59.0,0.0,0,0,0,0,0,0,747931_12876,2017-03-27
30163,63.7,50.6,1008.2,10.0,10.7,15.9,73.0,52.0,0.0,0,0,0,0,0,0,722014_12818,2017-01-24
30164,62.9,44.5,1013.7,10.0,7.9,15.0,77.0,55.9,0.02,0,0,0,0,0,0,722212_92814,2017-10-25
30165,68.7,65.4,1007.3,8.2,4.4,8.0,82.0,58.6,0.0,0,1,0,0,0,0,722026_12826,2017-02-24
30166,55.7,45.2,1030.5,10.0,6.3,18.1,72.0,39.0,0.0,0,0,0,0,0,0,722060_13889,2017-03-05
30167,86.5,76.9,1016.5,10.0,9.0,13.0,91.0,84.0,0.0,0,0,0,0,0,0,722010_12836,2017-07-24
30168,81.5,74.9,1017.1,10.0,3.4,12.0,91.9,73.0,0.0,0,0,0,0,0,0,722103_12895,2017-08-17
30169,84.4,65.5,1013.7,9.9,5.5,13.0,96.1,72.0,0.0,0,1,0,0,0,0,747931_12876,2017-05-30
30170,82.3,76.0,1017.4,9.6,5.9,27.0,95.7,71.6,0.0,1,1,0,0,1,0,747880_12810,2017-07-10
30171,84.0,76.8,1017.1,10.0,6.1,12.0,93.0,78.1,0.23,0,0,0,0,0,0,722106_12835,2017-08-21
30172,72.4,59.4,1022.2,10.0,9.7,17.1,80.1,66.9,0.01,0,0,0,0,0,0,747930_12843,2017-03-25
30173,71.6,55.8,1008.7,10.0,3.2,7.0,87.1,57.0,0.0,0,0,0,0,0,0,720383_53847,2017-05-07
30174,82.0,72.8,1011.1,10.0,8.2,14.0,90.0,73.9,0.0,0,0,0,0,0,0,722140_93805,2017-08-27
30175,62.8,57.1,1023.7,9.5,2.6,9.9,79.0,48.9,0.0,0,0,0,0,0,0,722060_13889,2017-01-16
30176,82.6,77.2,1017.5,9.9,10.9,14.0,86.9,76.5,0.0,0,1,0,0,0,0,722026_12826,2017-10-22
30177,71.5,56.7,1015.5,10.0,8.7,15.9,84.9,61.0,0.0,0,0,0,0,0,0,722053_12841,2017-03-11
30178,68.9,57.9,1023.8,9.9,7.5,15.0,78.1,61.0,0.0,0,0,0,0,0,0,722065_93837,2017-03-25
30179,74.6,61.1,1011.1,10.0,7.5,14.0,91.0,57.9,0.0,0,0,0,0,0,0,747820_53860,2017-04-27
30180,76.5,58.9,1016.4,10.0,4.8,13.0,84.9,63.0,0.0,0,0,0,0,0,0,722030_12844,2017-05-09
30181,84.0,75.2,1015.0,10.0,4.7,9.9,93.0,75.9,0.0,0,0,0,0,0,0,722034_12812,2017-08-13
30182,81.9,75.8,1011.2,10.0,8.4,13.0,86.9,75.2,0.0,0,1,0,0,0,0,747946_12886,2017-09-24
30183,77.1,72.4,1006.9,9.2,7.1,14.0,80.6,71.4,0.03,1,1,0,0,1,0,747750_13846,2017-06-06
30184,73.6,62.0,1016.8,10.0,5.2,14.0,84.9,59.0,0.0,0,0,0,0,0,0,722020_12839,2017-01-26
30185,69.2,60.1,1021.4,10.0,6.0,13.0,77.4,59.0,0.0,0,0,0,0,0,0,747770_3852,2017-04-15
30186,78.0,71.4,1015.9,9.3,4.9,12.0,88.0,69.1,0.0,0,0,0,0,0,0,722038_12897,2017-04-02
30187,52.9,44.0,1008.2,9.2,3.8,9.9,68.0,39.0,0.0,0,0,0,0,0,0,720383_53847,2017-01-05
30188,68.5,58.9,1019.4,10.0,6.0,13.0,79.0,58.1,0.0,0,0,0,0,0,0,722210_13858,2017-04-14
30189,71.8,63.2,1012.4,10.0,4.0,11.1,82.9,60.1,0.03,0,0,0,0,0,0,722060_13889,2017-06-09
30190,73.8,59.4,1022.8,10.0,7.7,11.1,80.2,67.3,0.0,0,1,0,0,0,0,747946_12886,2017-04-16
30191,74.3,60.5,1014.3,10.0,5.6,9.9,82.0,66.9,0.0,0,0,0,0,0,0,722069_53853,2017-05-07
30192,83.1,73.5,1015.6,10.0,5.0,12.0,91.9,73.9,0.0,0,0,0,0,0,0,747930_12843,2017-08-18
30193,74.4,61.7,1015.5,10.0,5.9,9.9,84.0,62.1,1.06,0,0,0,0,0,0,747930_12843,2017-05-26
30194,68.1,60.6,1007.4,9.0,9.7,20.0,77.0,60.8,0.68,0,1,0,0,1,0,747770_3852,2017-05-04
30195,79.2,62.8,1015.0,10.0,4.9,8.9,90.0,68.0,0.0,0,0,0,0,0,0,999999_53848,2017-06-26
30196,83.0,78.0,1015.0,10.0,4.0,20.0,94.1,74.3,0.99,0,1,0,0,1,0,747880_12810,2017-07-16
30197,84.9,75.7,1015.1,10.0,4.7,12.0,91.9,73.9,0.0,0,0,0,0,0,0,722030_12844,2017-08-30
30198,80.8,72.0,1012.5,10.0,9.3,13.0,84.9,77.0,0.0,0,0,0,0,0,0,722010_12836,2017-05-04
30199,83.1,78.1,1018.3,9.7,5.4,18.1,93.9,75.6,0.71,0,1,0,0,1,0,747880_12810,2017-06-30
30200,60.3,51.8,1027.7,9.5,0.8,6.0,80.1,45.0,0.0,0,0,0,0,0,0,722140_93805,2017-01-14
30201,70.1,63.8,1022.4,10.0,4.7,9.9,79.9,58.3,0.0,0,0,0,0,0,0,747946_12886,2017-03-09
30202,87.0,71.8,1019.3,10.0,6.4,12.0,97.0,78.1,0.0,0,0,0,0,0,0,722065_93837,2017-07-05
30203,66.0,56.8,1016.0,10.0,4.0,13.0,82.9,42.1,0.0,0,0,0,0,0,0,722103_12895,2017-02-18
30204,73.5,60.8,1022.0,10.0,5.7,9.9,81.0,64.9,0.0,0,0,0,0,0,0,722020_12839,2017-03-09
30205,72.3,61.6,1018.2,10.0,6.0,14.0,83.8,58.3,0.0,0,0,0,0,0,0,747946_12886,2017-03-10
30206,50.1,37.4,1030.6,10.0,9.4,14.0,68.0,36.0,0.0,0,0,0,0,0,0,722050_12815,2017-01-09
30207,64.7,56.3,1007.3,10.0,11.2,17.1,69.8,54.7,0.0,0,1,0,0,0,0,747770_3852,2017-02-15
30208,69.9,51.0,1017.2,10.0,6.9,12.0,81.0,60.1,0.0,0,0,0,0,0,0,722115_12871,2017-02-26
30209,65.8,53.5,1006.7,10.0,12.5,20.0,78.1,55.0,0.15,0,1,0,0,0,0,722200_12832,2017-05-05
30210,79.2,73.9,1014.4,9.8,3.9,12.0,91.9,72.0,0.94,1,1,0,0,0,0,722050_12815,2017-07-09
30211,63.3,50.4,1017.5,10.0,5.0,9.9,73.9,51.1,0.0,0,0,0,0,0,0,722038_12897,2017-02-17
30212,84.1,77.5,1014.4,10.0,4.2,11.1,89.6,76.1,0.0,0,1,0,0,0,0,747770_3852,2017-07-22
30213,73.2,66.6,1015.2,9.5,5.6,18.1,89.1,59.7,0.0,1,0,0,0,0,0,747880_12810,2017-03-30
30214,75.5,61.4,1022.2,10.0,12.9,18.1,82.0,69.1,0.1,0,0,0,0,0,0,747930_12843,2017-04-15
30215,72.0,59.6,1022.5,10.0,8.9,15.0,79.0,62.1,0.0,0,0,0,0,0,0,722065_93837,2017-04-13
30216,56.6,36.6,1020.9,10.0,5.2,11.1,66.0,43.0,0.0,0,0,0,0,0,0,722069_53853,2017-01-30
30217,66.8,55.2,1027.8,10.0,10.0,19.0,75.9,61.0,0.0,0,0,0,0,0,0,722065_93837,2017-03-24
30218,74.0,60.1,1017.2,10.0,7.0,12.0,81.0,66.0,0.21,0,0,0,0,0,0,747830_12849,2017-03-27
30219,83.0,77.1,1018.3,10.0,3.9,12.0,89.1,77.0,0.0,0,1,0,0,0,0,747870_12834,2017-08-21
30220,75.7,62.5,1005.0,10.0,9.9,21.0,86.0,69.1,0.0,0,0,0,0,0,0,722057_12854,2017-04-24
30221,67.7,52.9,1026.5,10.0,12.2,19.0,79.3,57.4,0.0,0,0,0,0,0,0,747880_12810,2017-03-06
30222,77.6,66.7,1009.1,10.0,12.2,22.9,86.0,62.1,0.0,0,0,0,0,0,0,722024_12882,2017-01-22
30223,79.1,67.7,1018.7,10.0,7.4,12.0,89.1,70.0,0.0,0,0,0,0,0,0,722110_12842,2017-10-20
30224,80.8,72.9,1015.5,10.0,6.2,11.1,91.9,73.0,0.01,0,0,0,0,0,0,722115_12871,2017-06-23
30225,55.1,44.5,1018.8,10.0,3.4,8.0,70.0,44.1,0.0,0,0,0,0,0,0,722223_13899,2017-02-05
30226,79.2,72.9,1014.5,10.0,4.3,11.1,88.0,72.0,1.78,0,0,0,0,0,0,722029_12888,2017-10-17
30227,71.2,61.2,1013.9,9.9,7.2,12.0,89.1,61.0,0.0,0,0,0,0,0,0,747870_12834,2017-04-01
30228,78.8,71.6,1016.0,10.0,2.0,9.9,87.1,71.6,0.0,0,1,0,0,0,0,747770_3852,2017-09-03
30229,76.1,67.7,1021.0,10.0,11.8,17.1,81.0,72.0,0.01,0,1,0,0,0,0,722010_12836,2017-01-17
30230,75.1,61.2,1024.2,10.0,10.7,15.0,81.0,66.9,0.01,0,0,0,0,0,0,722020_12839,2017-01-12
30231,53.5,44.3,1010.1,9.9,5.1,12.0,66.9,43.0,0.0,0,0,0,0,0,0,722223_13899,2017-01-05
30232,80.2,74.3,1014.0,10.0,5.6,9.9,87.1,68.0,0.0,0,0,0,0,0,0,722066_3853,2017-09-14
30233,57.0,34.6,1017.0,10.0,5.1,9.9,73.9,39.9,0.0,0,0,0,0,0,0,722060_13889,2017-04-08
30234,63.6,60.6,1025.4,10.0,4.5,8.0,73.9,54.0,0.0,0,0,0,0,0,0,722200_12832,2017-01-15
30235,64.7,37.5,1015.0,10.0,10.7,19.0,82.9,51.1,0.01,0,0,0,0,0,0,722057_12854,2017-04-07
30236,44.3,22.2,1024.6,10.0,2.7,8.9,62.1,30.0,0.0,0,0,0,0,0,0,747760_3818,2017-03-16
30237,67.8,55.9,1017.6,10.0,9.6,15.0,84.0,60.1,0.0,0,0,0,0,0,0,722040_12838,2017-02-26
30238,83.3,74.6,1016.1,10.0,5.4,13.0,95.0,72.9,0.02,0,1,0,0,0,0,722026_12826,2017-05-28
30239,80.7,75.1,1017.0,9.8,4.5,9.9,91.0,73.9,0.0,0,0,0,0,0,0,722060_13889,2017-08-05
30240,76.2,72.4,1017.8,9.9,4.6,11.1,86.4,68.9,0.0,0,1,0,0,0,0,722026_12826,2017-03-02
30241,52.3,42.1,1033.6,10.0,13.0,19.0,64.0,37.0,0.0,0,0,0,0,0,0,722104_92806,2017-01-09
30242,79.6,75.9,1015.5,10.0,8.5,17.1,85.3,75.6,0.0,0,1,0,0,0,0,747950_12867,2017-06-19
30243,76.5,65.2,1012.6,10.0,12.3,18.1,87.1,67.1,0.0,0,0,0,0,0,0,747950_12867,2017-03-31
30244,72.6,64.1,1017.3,10.0,5.1,8.9,81.0,64.9,0.0,0,0,0,0,0,0,722015_12850,2017-01-19
30245,79.6,67.0,1017.0,10.0,6.3,8.9,86.0,75.0,0.0,0,0,0,0,0,0,722010_12836,2017-05-11
30246,73.4,63.5,1023.0,10.0,12.6,15.9,80.1,66.9,0.11,0,0,0,0,0,0,722015_12850,2017-03-08
30247,80.5,75.2,1015.0,9.9,4.4,9.9,93.4,71.2,0.04,0,1,0,0,0,0,747946_12886,2017-08-19
30248,66.2,49.4,1025.2,10.0,9.0,18.1,79.0,54.0,0.0,0,1,0,0,0,0,722014_12818,2017-03-06
30249,69.3,55.3,1022.6,10.0,11.0,20.0,80.1,62.1,0.0,0,0,0,0,0,0,722053_12841,2017-03-24
30250,79.8,67.2,1010.9,10.0,2.0,8.0,95.0,66.0,0.0,0,0,0,0,0,0,722140_93805,2017-09-29
30251,81.7,66.2,1012.6,10.0,11.8,18.1,93.9,72.0,0.0,0,0,0,0,0,0,747931_12876,2017-05-18
30252,83.7,74.2,1009.9,10.0,6.0,12.0,93.0,75.9,0.0,0,0,0,0,0,0,722057_12854,2017-08-24
30253,60.2,35.4,1018.5,10.0,6.7,9.9,82.0,48.0,0.0,0,0,0,0,0,0,747820_53860,2017-02-26
30254,66.1,59.1,1020.8,8.3,5.6,15.0,81.0,54.0,0.0,0,0,0,0,0,0,747930_12843,2017-01-01
30255,86.2,73.6,1019.2,10.0,8.9,15.0,91.9,81.0,0.0,0,0,0,0,0,0,722039_12885,2017-08-04
30256,75.9,73.2,1009.5,8.8,8.6,18.1,84.2,69.8,0.06,1,1,0,0,1,0,722026_12826,2017-04-23
30257,85.3,75.5,1009.5,10.0,6.1,11.1,91.0,82.0,0.0,0,0,0,0,0,0,722010_12836,2017-09-23
30258,77.5,65.2,1020.8,10.0,10.2,20.0,88.0,69.1,0.0,0,0,0,0,0,0,722140_93805,2017-10-03
30259,81.9,76.8,1012.7,10.0,4.4,11.1,90.7,73.9,1.18,0,0,0,0,0,0,747880_12810,2017-06-17
30260,79.9,70.3,1011.9,10.0,3.9,8.9,90.0,72.0,0.0,0,0,0,0,0,0,722225_3855,2017-09-27
